collect_scheduled_date,collect_token,datetime_from,datetime_to,pickup_date,Creation Date,Modified Date,dependents_qty,household,preferred_contact_methods,preferred_languages,sex,status,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,distance_to_center,location_cluster
2023-11-07 4:00,BYF4VF,2023-11-07 4:00,2023-11-07 4:00,2023-11-07 15:59,2023-09-07 17:36,2024-02-19 10:32,6,yes,"WhatsApp , Phone Call",Arabic,Male,Active,Nov-23,yes,"[35, 40)",60,0,1,11,4,73.66666666666667,FALSE,Yes,7.373997378978506,2
2023-11-16 4:00,3M4OHP,2023-11-16 4:00,2023-11-16 4:00,2023-11-16 17:04,2023-11-16 17:03,2024-02-19 10:26,6,yes,"WhatsApp , Phone Call",Arabic,Male,Active,Nov-23,yes,"[35, 40)",9,0,1,11,4,73.66666666666667,FALSE,No,7.373997378978506,2
2024-04-16 3:00,7JOJJI,2024-04-16 3:00,2024-04-16 3:00,2024-04-17 15:25,2023-11-16 17:03,2024-04-17 15:25,6,yes,"WhatsApp , Phone Call",Arabic,Male,Active,Apr-24,yes,"[35, 40)",152,1,1,4,4,73.66666666666667,FALSE,No,7.373997378978506,2
2023-11-20 4:00,GGQDR4,2023-11-20 4:00,2023-11-20 4:00,2023-11-20 19:26,2023-11-20 17:19,2024-02-19 10:25,5,yes,"SMS , Phone Call , Email","Arabic , French",Male,Active,Nov-23,yes,"[30, 35)",69,0,1,11,3,49,FALSE,Yes,15.463878556337733,4
2023-12-20 4:00,VR0RCF,2023-12-20 4:00,2023-12-20 4:00,2023-12-20 15:37,2023-11-20 17:19,2024-02-19 10:25,5,yes,"SMS , Phone Call , Email","Arabic , French",Male,Active,Dec-23,yes,"[30, 35)",29,0,1,12,3,49,FALSE,No,15.463878556337733,4
2023-11-20 4:00,3V7ISW,2023-11-20 4:00,2023-11-20 4:00,2023-11-20 19:26,2023-11-20 17:27,2024-02-19 10:25,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Nov-23,yes,"[35, 40)",32,0,1,11,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2023-12-20 4:00,H8URTS,2023-12-20 4:00,2023-12-20 4:00,2023-12-20 16:18,2023-11-20 17:27,2024-02-19 10:25,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Dec-23,yes,"[35, 40)",29,0,1,12,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-01-22 4:00,LPWJJB,2024-01-22 4:00,2024-01-22 4:00,2024-01-22 18:44,2024-01-22 18:44,2024-02-19 10:03,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Jan-24,yes,"[35, 40)",33,0,1,1,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-03-22 3:00,YSNI8A,2024-03-22 3:00,2024-03-22 3:00,2024-03-19 17:51,2024-01-22 18:44,2024-03-19 17:51,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Mar-24,yes,"[35, 40)",56,-3,1,3,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-04-22 3:00,UPT0WN,2024-04-22 3:00,2024-04-22 3:00,2024-04-23 17:28,2024-01-22 18:44,2024-04-23 17:28,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Apr-24,yes,"[35, 40)",34,1,1,4,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-05-22 3:00,VUWUI2,2024-05-22 3:00,2024-05-22 3:00,2024-05-22 16:39,2024-01-22 18:44,2024-05-22 16:39,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,May-24,yes,"[35, 40)",28,0,1,5,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-06-22 3:00,IT2JJ2,2024-06-22 3:00,2024-06-22 3:00,2024-06-19 17:43,2024-01-22 18:44,2024-06-19 17:43,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Jun-24,yes,"[35, 40)",28,-3,1,6,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-06-22 3:00,IT2JJ2,2024-06-22 3:00,2024-06-22 3:00,2024-06-19 17:43,2024-07-30 21:33,2024-08-02 11:33,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Jun-24,yes,"[35, 40)",0,-3,1,6,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-07-19 3:00,FFJKU5,2024-07-19 3:00,2024-07-19 3:00,2024-07-22 16:14,2024-01-22 18:44,2024-07-22 16:14,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Jul-24,yes,"[35, 40)",32,3,1,7,12,29.363636363636363,FALSE,Yes,9.097289600110267,2
2024-08-19 3:00,2FJ76T,2024-08-19 3:00,2024-08-19 3:00,2024-08-19 14:12,2024-01-22 18:44,2024-08-19 14:12,6,yes,"WhatsApp , SMS , Phone Call",Arabic,Male,Active,Aug-24,yes,"[35, 40)",27,0,1,8,12,29.363636363636363,FALSE,No,9.097289600110267,2
2023-11-14 4:00,FDFNUJ,2023-11-14 4:00,2023-11-14 4:00,2023-11-14 18:07,2023-09-14 13:36,2024-02-19 10:32,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Nov-23,yes,"[40, 45)",27,0,1,11,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2023-11-22 4:00,0SO08U,2023-11-22 4:00,2023-11-22 4:00,2023-11-22 18:54,2023-11-22 18:26,2024-02-19 10:23,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Nov-23,yes,"[40, 45)",8,0,1,11,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2023-12-14 4:00,NTU34D,2023-12-14 4:00,2023-12-14 4:00,2023-12-14 14:28,2023-09-14 13:36,2024-02-19 10:32,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Dec-23,yes,"[40, 45)",21,0,1,12,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2023-12-27 4:00,RH38LR,2023-12-27 4:00,2023-12-27 4:00,2023-12-27 16:08,2023-12-27 16:00,2024-02-19 10:11,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Dec-23,yes,"[40, 45)",13,0,1,12,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2024-02-14 4:00,HNQ602,2024-02-14 4:00,2024-02-14 4:00,2024-02-20 17:59,2023-09-14 13:36,2024-02-20 17:59,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Feb-24,yes,"[40, 45)",55,6,1,2,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2024-03-14 3:00,3Q495O,2024-03-14 3:00,2024-03-14 3:00,2024-03-25 16:44,2023-09-14 13:36,2024-03-25 16:44,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,Mar-24,yes,"[40, 45)",33,11,1,3,10,24.33333333333333,FALSE,No,8.873624342768737,2
2024-05-27 15:57,68BGZR,2024-05-27 15:57,2024-05-27 15:57,2024-05-27 15:57,2024-05-27 15:57,2024-05-27 15:57,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,May-24,yes,"[40, 45)",62,0,0,5,10,24.33333333333333,FALSE,Yes,8.873624342768737,2
2024-05-27 15:57,68BGZR,2024-05-27 15:57,2024-05-27 15:57,2024-05-27 15:57,2024-07-30 21:33,2024-08-02 11:26,3,yes,"WhatsApp , Phone Call","English , Arabic",Male,Closed,May-24,yes,"[40, 45)",0,0,0,5,10,24.33333333333333,FALSE,No,8.873624342768737,2
2023-11-21 4:00,EPLI2V,2023-11-21 4:00,2023-11-21 4:00,2023-11-21 17:10,2023-11-21 17:09,2024-02-19 10:24,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Nov-23,yes,"[35, 40)",32,0,1,11,8,26,FALSE,Yes,8.557862284304909,2
2023-12-21 4:00,IC4ZXH,2023-12-21 4:00,2023-12-21 4:00,2023-12-21 19:00,2023-11-21 17:10,2024-02-19 10:24,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Dec-23,yes,"[35, 40)",30,0,1,12,8,26,FALSE,Yes,8.557862284304909,2
2024-01-22 4:00,674PA6,2024-01-22 4:00,2024-01-22 4:00,2024-01-22 16:18,2024-01-22 16:18,2024-02-19 10:03,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Jan-24,yes,"[35, 40)",31,0,1,1,8,26,FALSE,Yes,8.557862284304909,2
2024-02-22 4:00,AJ1I0W,2024-02-22 4:00,2024-02-22 4:00,2024-02-21 17:40,2024-01-22 16:18,2024-02-21 17:40,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Feb-24,yes,"[35, 40)",30,-1,1,2,8,26,FALSE,Yes,8.557862284304909,2
2024-03-22 3:00,H4LKE6,2024-03-22 3:00,2024-03-22 3:00,2024-03-21 16:23,2024-01-22 16:18,2024-03-21 16:24,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Mar-24,yes,"[35, 40)",28,-1,1,3,8,26,FALSE,Yes,8.557862284304909,2
2024-04-22 3:00,QIJDVR,2024-04-22 3:00,2024-04-22 3:00,2024-04-22 15:02,2024-01-22 16:18,2024-04-22 15:02,5,yes,"SMS , Phone Call",Arabic,Male,Closed,Apr-24,yes,"[35, 40)",31,0,1,4,8,26,FALSE,No,8.557862284304909,2
2024-05-14 3:00,9E97E9,2024-05-14 3:00,2024-05-14 3:00,2024-05-14 14:58,2023-09-14 16:38,2024-05-14 14:58,1,yes,SMS,Turkish,Male,Active,May-24,yes,"[25, 30)",208,0,1,5,2,208,FALSE,No,11.064812484927993,2
2023-12-18 4:00,NIW6AI,2023-12-18 4:00,2023-12-18 4:00,2023-12-18 16:10,2023-12-18 16:09,2024-02-19 10:13,6,yes,"WhatsApp , SMS",Arabic,Male,Active,Dec-23,yes,"[45, 50)",62,0,1,12,3,31,FALSE,No,5.093948590648257,2
2023-11-16 4:00,JWWPTB,2023-11-16 4:00,2023-11-16 4:00,2023-11-16 15:24,2023-11-16 15:19,2024-02-19 10:26,6,yes,"WhatsApp , SMS",Arabic,Male,Active,Nov-23,yes,"[35, 40)",30,0,1,11,4,20.666666666666668,FALSE,Yes,4.923822995262542,2
2023-12-18 4:00,SBHDWJ,2023-12-18 4:00,2023-12-18 4:00,2023-12-18 16:07,2023-12-18 16:07,2024-02-19 10:13,6,yes,"WhatsApp , SMS",Arabic,Male,Active,Dec-23,yes,"[35, 40)",32,0,1,12,4,20.666666666666668,FALSE,No,4.923822995262542,2
2023-11-18 4:00,6SICTT,2023-11-18 4:00,2023-11-18 4:00,2023-11-21 17:08,2023-09-18 17:52,2024-02-19 10:31,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Nov-23,yes,"[40, 45)",0,3,1,11,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2023-12-18 4:00,PDDNLW,2023-12-18 4:00,2023-12-18 4:00,2023-12-18 15:06,2023-09-18 17:52,2024-02-19 10:31,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Dec-23,yes,"[40, 45)",26,0,1,12,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2023-12-21 4:00,ZFKE78,2023-12-21 4:00,2023-12-21 4:00,2023-12-21 18:53,2023-12-21 18:51,2024-02-19 10:11,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Dec-23,yes,"[40, 45)",3,0,1,12,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2024-01-23 4:00,8MH831,2024-01-23 4:00,2024-01-23 4:00,2024-01-23 17:27,2024-01-23 17:27,2024-02-19 10:02,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Jan-24,yes,"[40, 45)",32,0,1,1,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2024-02-23 4:00,BYJV67,2024-02-23 4:00,2024-02-23 4:00,2024-02-28 17:09,2024-01-23 17:27,2024-02-28 17:09,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Feb-24,yes,"[40, 45)",35,5,1,2,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2024-03-23 3:00,MXBH3G,2024-03-23 3:00,2024-03-23 3:00,2024-03-28 16:21,2024-01-23 17:27,2024-03-28 16:21,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,Mar-24,yes,"[40, 45)",28,5,1,3,7,27.33333333333333,FALSE,Yes,8.557862284304909,2
2024-05-23 3:00,HEO0XQ,2024-05-23 3:00,2024-05-23 3:00,2024-05-08 14:48,2024-01-23 17:27,2024-05-08 14:48,9,yes,"WhatsApp , SMS",Arabic,Male,Closed,May-24,yes,"[40, 45)",40,-15,1,5,7,27.33333333333333,FALSE,No,8.557862284304909,2
2023-12-28 4:00,JLH6ES,2023-12-28 4:00,2023-12-28 4:00,2023-12-28 15:40,2023-12-28 15:35,2024-02-19 10:11,1,yes,WhatsApp,Arabic,Male,Active,Dec-23,yes,"[45, 50)",59,0,1,12,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-01-29 4:00,TFWMG3,2024-01-29 4:00,2024-01-29 4:00,2024-01-29 17:39,2024-01-29 17:38,2024-02-19 10:00,1,yes,WhatsApp,Arabic,Male,Active,Jan-24,yes,"[45, 50)",32,0,1,1,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-02-29 4:00,47112K,2024-02-29 4:00,2024-02-29 4:00,2024-02-29 15:33,2024-01-29 17:38,2024-02-29 15:33,1,yes,WhatsApp,Arabic,Male,Active,Feb-24,yes,"[45, 50)",30,0,1,2,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-04-29 3:00,4A1NBW,2024-04-29 3:00,2024-04-29 3:00,2024-04-01 15:44,2024-01-29 17:38,2024-04-01 15:44,1,yes,WhatsApp,Arabic,Male,Active,Apr-24,yes,"[45, 50)",32,-28,1,4,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-03 3:00,LXZXMI,2024-07-03 3:00,2024-07-03 3:00,2024-05-01 15:35,2024-01-29 17:38,2024-06-05 17:26,1,yes,WhatsApp,Arabic,Male,Active,May-24,yes,"[45, 50)",29,-63,1,5,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-03 3:00,LXZXMI,2024-07-03 3:00,2024-07-03 3:00,2024-05-01 15:35,2024-07-30 21:33,2024-08-02 11:34,1,yes,WhatsApp,Arabic,Male,Active,May-24,yes,"[45, 50)",0,-63,1,5,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-06 3:00,KWULX4,2024-07-06 3:00,2024-07-06 3:00,2024-06-05 17:25,2024-01-29 17:38,2024-06-05 17:26,1,yes,WhatsApp,Arabic,Male,Active,Jun-24,yes,"[45, 50)",35,-31,1,6,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-06 3:00,KWULX4,2024-07-06 3:00,2024-07-06 3:00,2024-06-05 17:25,2024-07-30 21:33,2024-08-02 11:33,1,yes,WhatsApp,Arabic,Male,Active,Jun-24,yes,"[45, 50)",0,-31,1,6,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-08 14:50,690GMC,2024-07-08 14:50,2024-07-08 14:50,2024-07-08 17:22,2024-07-08 17:22,2024-07-08 17:22,1,yes,WhatsApp,Arabic,Male,Active,Jul-24,yes,"[45, 50)",32,0,1,7,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-07-08 14:50,690GMC,2024-07-08 14:50,2024-07-08 14:50,2024-07-08 17:22,2024-07-30 21:33,2024-08-02 11:30,1,yes,WhatsApp,Arabic,Male,Active,Jul-24,yes,"[45, 50)",0,0,1,7,13,26.166666666666668,FALSE,Yes,541.9814014,1
2024-08-09 3:00,PQSZF0,2024-08-09 3:00,2024-08-09 3:00,2024-08-08 17:31,2024-07-30 21:33,2024-08-08 17:31,1,yes,WhatsApp,Arabic,Male,Active,Aug-24,yes,"[45, 50)",31,-1,1,8,13,26.166666666666668,FALSE,No,541.9814014,1
2023-11-28 4:00,J238PW,2023-11-28 4:00,2023-11-28 4:00,2023-11-28 16:36,2023-11-28 16:22,2024-02-19 10:20,4,yes,SMS,Arabic,Male,Active,Nov-23,yes,"[20, 25)",33,0,1,11,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2023-12-28 4:00,9Y0RQD,2023-12-28 4:00,2023-12-28 4:00,2023-12-28 15:37,2023-11-28 16:22,2024-02-19 10:20,4,yes,SMS,Arabic,Male,Active,Dec-23,yes,"[20, 25)",29,0,1,12,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-01-29 4:00,S692WA,2024-01-29 4:00,2024-01-29 4:00,2024-01-29 16:31,2024-01-29 16:31,2024-02-19 10:01,4,yes,SMS,Arabic,Male,Active,Jan-24,yes,"[20, 25)",32,0,1,1,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-02-29 4:00,HRRCD2,2024-02-29 4:00,2024-02-29 4:00,2024-02-29 15:31,2024-01-29 16:31,2024-02-29 15:31,4,yes,SMS,Arabic,Male,Active,Feb-24,yes,"[20, 25)",30,0,1,2,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-04-29 3:00,5NRY6O,2024-04-29 3:00,2024-04-29 3:00,2024-04-01 14:49,2024-01-29 16:31,2024-04-01 14:49,4,yes,SMS,Arabic,Male,Active,Apr-24,yes,"[20, 25)",31,-28,1,4,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-05-29 3:00,DAGRB0,2024-05-29 3:00,2024-05-29 3:00,2024-05-01 16:25,2024-01-29 16:31,2024-05-01 16:25,4,yes,SMS,Arabic,Male,Active,May-24,yes,"[20, 25)",30,-28,1,5,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-06-29 3:00,7DEEO9,2024-06-29 3:00,2024-06-29 3:00,2024-05-30 16:40,2024-01-29 16:31,2024-05-30 16:40,4,yes,SMS,Arabic,Male,Active,May-24,yes,"[20, 25)",29,-30,1,5,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-06-29 3:00,7DEEO9,2024-06-29 3:00,2024-06-29 3:00,2024-05-30 16:40,2024-07-30 21:33,2024-08-02 11:25,4,yes,SMS,Arabic,Male,Active,May-24,yes,"[20, 25)",0,-30,1,5,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-07-29 3:00,PTN6L1,2024-07-29 3:00,2024-07-29 3:00,2024-07-02 14:28,2024-01-29 16:31,2024-07-02 14:28,4,yes,SMS,Arabic,Male,Active,Jul-24,yes,"[20, 25)",32,-27,1,7,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2024-07-29 3:00,PTN6L1,2024-07-29 3:00,2024-07-29 3:00,2024-07-02 14:28,2024-07-30 21:33,2024-08-02 11:25,4,yes,SMS,Arabic,Male,Active,Jul-24,yes,"[20, 25)",0,-27,1,7,13,26.33333333333333,FALSE,Yes,8.183055828511206,2
2023-11-29 4:00,KYY9Q9,2023-11-29 4:00,2023-11-29 4:00,2023-11-29 16:30,2023-11-29 16:25,2024-02-19 10:19,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Nov-23,yes,"[45, 50)",34,0,1,11,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-01-03 4:00,ZUR6JT,2024-01-03 4:00,2024-01-03 4:00,2024-01-02 18:51,2023-11-29 16:25,2024-02-19 10:19,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Jan-24,yes,"[45, 50)",34,-1,1,1,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-02-05 4:00,D5SEZ3,2024-02-05 4:00,2024-02-05 4:00,2024-02-05 18:42,2024-02-05 18:42,2024-02-19 9:57,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Feb-24,yes,"[45, 50)",33,0,1,2,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-03-07 4:00,0LOG01,2024-03-07 4:00,2024-03-07 4:00,2024-03-06 18:32,2024-02-05 18:42,2024-03-06 18:32,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Mar-24,yes,"[45, 50)",29,-1,1,3,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-04-07 3:00,2LIAO9,2024-04-07 3:00,2024-04-07 3:00,2024-04-04 18:03,2024-02-05 18:42,2024-04-04 18:03,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Apr-24,yes,"[45, 50)",28,-3,1,4,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-05-04 3:00,KV2K8P,2024-05-04 3:00,2024-05-04 3:00,2024-05-06 17:00,2024-02-05 18:42,2024-05-06 17:00,5,yes,"WhatsApp , SMS",Arabic,Male,Active,May-24,yes,"[45, 50)",31,2,1,5,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-06-04 3:00,N7AGT9,2024-06-04 3:00,2024-06-04 3:00,2024-06-13 15:26,2024-02-05 18:42,2024-06-13 15:26,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Jun-24,yes,"[45, 50)",37,9,1,6,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-06-04 3:00,N7AGT9,2024-06-04 3:00,2024-06-04 3:00,2024-06-13 15:26,2024-07-30 21:33,2024-08-02 11:29,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Jun-24,yes,"[45, 50)",0,9,1,6,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-07-04 3:00,AIMLEH,2024-07-04 3:00,2024-07-04 3:00,2024-07-22 16:33,2024-02-05 18:42,2024-07-22 16:33,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Jul-24,yes,"[45, 50)",39,18,1,7,12,28.818181818181817,FALSE,Yes,5.172231406274376,2
2024-08-16 3:00,O48RRO,2024-08-16 3:00,2024-08-16 3:00,2024-08-15 15:31,2024-02-05 18:42,2024-08-15 16:14,5,yes,"WhatsApp , SMS",Arabic,Male,Active,Aug-24,yes,"[45, 50)",23,-1,1,8,12,28.818181818181817,FALSE,No,5.172231406274376,2
2023-11-27 4:00,531WX8,2023-11-27 4:00,2023-11-27 4:00,2023-11-27 15:51,2023-09-27 14:20,2024-02-19 10:31,1,yes,WhatsApp,Arabic,Male,Active,Nov-23,yes,"[50, 55)",61,0,1,11,7,36.833333333333336,FALSE,Yes,5.312361924207588,2
2023-11-30 4:00,EQS8WV,2023-11-30 4:00,2023-11-30 4:00,2023-11-30 18:03,2023-11-30 18:03,2024-02-19 10:19,1,yes,WhatsApp,Arabic,Male,Active,Nov-23,yes,"[50, 55)",3,0,1,11,7,36.833333333333336,FALSE,No,5.312361924207588,2
2024-02-06 4:00,QNGJLG,2024-02-06 4:00,2024-02-06 4:00,2024-02-06 16:28,2024-02-06 16:28,2024-02-19 9:56,1,yes,WhatsApp,Arabic,Male,Active,Feb-24,yes,"[50, 55)",67,0,1,2,7,36.833333333333336,FALSE,Yes,5.312361924207588,2
2024-03-08 4:00,38YU22,2024-03-08 4:00,2024-03-08 4:00,2024-03-07 15:32,2024-02-06 16:28,2024-03-07 15:32,1,yes,WhatsApp,Arabic,Male,Active,Mar-24,yes,"[50, 55)",29,-1,1,3,7,36.833333333333336,FALSE,Yes,5.312361924207588,2
2024-04-08 3:00,0FIICU,2024-04-08 3:00,2024-04-08 3:00,2024-04-08 17:53,2024-02-06 16:28,2024-04-08 17:53,1,yes,WhatsApp,Arabic,Male,Active,Apr-24,yes,"[50, 55)",32,0,1,4,7,36.833333333333336,FALSE,Yes,5.312361924207588,2
2024-05-08 3:00,8JXJ5I,2024-05-08 3:00,2024-05-08 3:00,2024-05-08 16:10,2024-02-06 16:28,2024-05-08 16:10,1,yes,WhatsApp,Arabic,Male,Active,May-24,yes,"[50, 55)",29,0,1,5,7,36.833333333333336,FALSE,No,5.312361924207588,2
2023-11-27 4:00,MAPUQJ,2023-11-27 4:00,2023-11-27 4:00,2023-11-27 16:55,2023-09-27 18:01,2024-02-19 10:31,1,yes,WhatsApp,Arabic,Male,Active,Nov-23,yes,"[70, 75)",60,0,1,11,7,41.833333333333336,FALSE,No,6.740974525705964,2
2024-02-27 4:00,HPNV6H,2024-02-27 4:00,2024-02-27 4:00,2024-02-13 16:12,2023-09-27 18:01,2024-02-19 10:31,1,yes,WhatsApp,Arabic,Male,Active,Feb-24,yes,"[70, 75)",77,-14,1,2,7,41.833333333333336,FALSE,Yes,6.740974525705964,2
2024-03-27 3:00,MBIWCV,2024-03-27 3:00,2024-03-27 3:00,2024-03-15 18:18,2023-09-27 18:01,2024-03-15 18:18,1,yes,WhatsApp,Arabic,Male,Active,Mar-24,yes,"[70, 75)",31,-12,1,3,7,41.833333333333336,FALSE,Yes,6.740974525705964,2
